"","id","Sp_no","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"31693",50732,81,23,32,19,137,9,17,-23.53861111,137.1547222,"185","LLG","1","NT","","Hay River, Simpson Desert","Open eucalypt woodland","on sandy soil","","","",3,7,2007,"","",8,"","","1","","","","","","","24/11/11","GP","S","","","Specimen SD7","","","","","",NA,217,"","",0
"14171",26333,81,21,56,0,114,7,0,-21.93333333,114.1166667,"","DES","3","WA","","Exmouth","","","","","",0,8,1988,"","",12,"N","N","2","TM","1/11/95","","1","081rf01","","3/6/04","GP","S","","","","","","","","",NA,26,"","",NA
"38084",57275,57,36,11,1,150,4,5,-36.18361111,150.0680556,"","LLG","1","NSW","","Cowdroy Creek Rainforest","Remnant WT Rainforest","Leaf litter","","","",15,7,2013,"","",56,"N","N","1","","","0","","","","8/1/14","AM","S","","","Part of Bournda Science Week","","Teresa van der Heul","","","",NA,534,"","",0
"6762",8040,10,33,52,0,151,13,0,-33.86666667,151.2166667,"","LLH","","NSW","","Sydney: Neutral Bay","","","","","",2,5,1915,"","",19,"N","N","1","","","","","","","25/2/02","GA","","H","","","J.B. Cleland","","AD 3321","","",NA,49,"","",NA
"23977",41086,256,37,46,13,145,45,23,-37.77027778,145.7563889,"220","1","2","VIC","","Warburton. Big Pats Creek 'Walk into History' track","","Ground","","","",4,9,2005,"","",53,"N","N","1","","","","","","","1/10/08","GP","S","","","","","","","","",NA,178,"","",0
"46230",1203978,1558,37,19,3,148,50,18,-37.3175,148.8383333,"1004","AMG","2","VIC","","Errinundra National Park, Errinundra Saddle.","","","","","",23,9,2011,"","",5,"Y","","3","TM","6/6/14","","7","1558apm01","153","14/7/15","WC","","","","","","","","","",NA,231,"","",0
"51528",1212534,1560,28,13,49,153,15,54,-28.23027778,153.265,"1041","LLU","1","QLD","","Approximately 4.5km south of Springbrook, Stevenson's property.","","","","","",28,11,2008,"","",1,"N","N","3","TM","18/12/15","","7","2081128Q2MP3L66","","28/6/16","WC","S","","","","","","","","",NA,1799,"","",0
"1727",1350,27,37,54,21,145,8,25,-37.9058,145.1403,"","LLU","2","VIC","","North Clayton","suburban  ","in grass","","","",8,7,1999,"","HUB0169",12,"N","","","","","","","","","27/9/99","PG","S","","","","","","","","",NA,169,"","",NA
"17775",34115,67,41,21,16,146,54,58,-41.35444444,146.9161111,"200","LLG","2","TAS","","Notley Fern Gorge","wet forest dominated by Eucalyptus viminalis, Atherosperma moschatum, Pomaderris apetala","log","","","",11,6,2005,"","",18,"","","1","","","","","","","22/12/05","GL","S","","","","","","","","",NA,640,"","",0
"34385",53243,234,37,51,6,146,2,39,-37.85166667,146.0441667,"350","LLG","2","VIC","","Toorongo Falls, near Noojee","Wet sclerophyll forest. Eucalyptus cypellocarpa, E. regnans, E. viminalis, Acacia melanoxylon, Hedycara angustifolia.","Small branch","","","",15,4,2012,"","",106,"N","N","1","","","","","","","20/9/12","GP","S","","","","","","","","",NA,178,"","",0
"60146",1220661,66,38,31,52,143,43,15,-38.53111111,143.7208333,"","DES","3","VIC","","1.5 km south of Forrest, West Barwon Reservoir.","","","","","",23,6,2018,"","",13,"","","1","","","","","","","28/12/18","WC","S","","","Recorded in Geelong Naturalist July 2018, Vol. 54 No. 3 black and white photo. Photo taken by Lorraine Phelan.","","","","","",NA,1356,"","",0
"5406",6481,73,36,28,10,146,13,19,-36.46944444,146.2219444,"","AMG","2","VIC","","Wangaratta, 20 km S: Glenrowan rifle range","Alluvial terraces, herb-rich woodland","bare soil","","","",19,10,1998,"","CHE0110",2,"N","","1","","","","","","","13/11/98","","S","","","","","","","","",NA,110,"","",NA
"39616",61759,475,37,58,1,140,52,33,-37.96694444,140.8758333,"25","LLG","1","SA","","Butterfly Walk, Penambol Conservation Park near Mount Gambier","Butterfly Walk, Penambol Conservation Park near Mount Gambier","on kangaroo dung","","","",4,6,2011,"","",48,"","N","","","","","","","","11/2/14","WC","","","","Collection in AD: PSC3493","","","","","",NA,49,"","",NA
"27923",45438,715,40,56,34,145,5,21,-40.94277778,145.0891667,"","LLG","2","TAS","","Allendale Gardens.","","","","","",27,5,2008,"","",63,"N","N","1","","","","","","","25/5/10","WC","S","","","","","","","","",NA,922,"","",0
"46576",1204352,90,38,27,56,145,10,51,-38.46555556,145.1808333,"","DES","2","VIC","","Phillip Island, Ventnor Wetlands, opposite Ventnor Common.","Eucalypt coastal woodland.","Fallen log of coastal tea tree (Leptospermum laevigatum).","Leptospermum","laevigatum","Coastal tea tree",17,6,2014,"","",27,"N","N","1","","","","","","","5/8/15","WC","","","","","","","","","",NA,132,"","",0
"6112",7381,74,37,2,43,142,47,56,-37.04527778,142.7988889,"","LLG","1","VIC","","Stawell: Boundary Road","Box-Ironbark Forest","on base of Yellow Box","","","Yellow Box",12,6,2000,"","",19,"N","N","1","","","","","","","17/12/01","GA","S","","","","","","","","",1,104,"","",NA
"49543",1207004,689,37,58,3,140,53,50,-37.9675,140.8972222,"45","LLG","2","SA","","Penambol Conservation Park, about 20 km south-east of Mt Gambier","","","","","",11,6,2005,"","11/vi",49,"","N","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"28118",45770,25,32,20,9,115,54,23,-32.33583333,115.9063889,"20","LLG","1","WA","","Mardella","Kunzea ericifolia heathland","in sand","","","",31,5,2008,"","",9,"","","1","","","","","","","9/6/10","GE","S","","","","","","","","",NA,217,"","",0
"58418",1218637,73,38,4,0,144,2,20,-38.06666667,144.0388889,"","DES","3","Vic","","Inverleigh Nature Conservation Reserve","","","","","",23,4,2017,"","",12,"","","1","","","","","","","23/2/18","WC","S","","","","","","","","",NA,1356,"","",0
"8507",9548,96,41,23,42,146,48,23,-41.395,146.8063889,"390","LLG","1","TAS","","Black Sugarloaf: swamp","","on mossy log","","","",15,5,2002,"","",7,"N","N","1","","","","","","","27/8/02","GE","S","","","same as previous year","","","","","",1,640,"","",NA
"32618",51831,47,33,24,0,150,59,0,-33.4,150.9833333,"","DES","2","NSW","","Wisemans Ferry, Mill Creek.","","","","","",1,5,2010,"","",30,"","","2","","","","","","","11/4/12","WC","S","","","","","","","","",NA,297,"","",0
"19088",35549,39,39,0,9,146,17,31,-39.0025,146.2919444,"","AMG","2","VIC","","Wilson Prom - Darby Saddle track","","","","","",14,6,2005,"","",10,"","","1","","","","","","","31/5/06","gl","S","","","","","","","","",NA,524,"","",0
"43919",120738,170,31,53,0,116,46,0,-31.88333333,116.7666667,"","DES","2","WA","","8m s of York, Albany Rd","","fallen trunk","Casuarina","","she oak",19,8,1953,"","",1,"","","1","","","","","","","1/5/15","GP","S","","","CSIRO Division of Forest Products Fungi Herbarium accession number #3910 (specimen not present or not retained when moved to MEL in 2000). Data from accession book held at RBG Melbourne.","Bailey, E.T.","Walters, N.E.M.","","","",NA,1586,"","",0
"17925",33930,93,41,16,34,146,46,2,-41.27611111,146.7672222,"250","LLG","2","TAS","","Holwell Gorge","rainforest remnant. Nothofagus cunninghamii and Atherosperma","rotting log","","","",9,5,2004,"","",15,"","","1","","","","","","","22/12/05","gl","S","","","","","","","","",NA,640,"","",0
"58068",1218443,2407,37,19,30,144,14,32,-37.325,144.2422222,"632","LLG","1","VIC","","Glenlyon; Boundary Road; State Forest","Messmate/Peppermint native forest ","soil","","","",9,5,2014,"","",68,"Y","","2","TM","19/12/17","","7","Laccaria canaliculata group","","29/12/17","GP","S","","","","","","","","",NA,1023,"","",0
"10785",15305,10,41,23,42,146,48,23,-41.395,146.8063889,"350","LLG","2","TAS","","Black Sugarloaf: alt to LWH track","wet forest","live tree","Exocarpos","cupressiformis","native cherry",31,5,2003,"","",12,"","","1","","","","","","","18/8/03","GE","S","","","","","","","","",NA,640,"","",NA
"55588",1215349,493,33,29,34,150,9,56,-33.49277778,150.1655556,"1124","AMG","2","NSW","","South of Lithgow, Hassans Walls.","","On Eucalyptus sieberi.","Eucalyptus","sieberi","Silvertop Ash",22,7,2016,"","",3,"N","N","3","TM","21/12/16","","7","image001, image003","153","3/1/17","WC","S","","","","","","","","",NA,1407,"","",0
"186",1217094,675,34,59,0,138,42,0,-34.98333333,138.7,"","LLG","2","SA","","Mount Lofty Botanic Garden","","","","","",14,5,2016,"","",45,"","","","","","","","","","4/8/17","GP","S","","","","","","","","",NA,698,"","",0
"22390",39456,459,41,16,25,148,14,50,-41.27361111,148.2472222,"53","LLG","1","TAS","","St Helens / Binalong Bay area.","","On fallen Eucalyptus amygdalina.","Eucalyptus","amygdalina","",29,6,2007,"","",10,"N","N","2","TL","9/7/07","0","1","459rs01","","5/11/07","WC","S","","","Photo filed under Dictyopanus pusillus.","","","","","",NA,933,"","",0
"47445",1211777,4,36,55,29,149,38,4,-36.92472222,149.6344444,"","LLU","2","NSW","","Wyndham, 'Terrena'.","Grassy spot adjacent to pine trees.","","Pinus","","pine",25,12,2011,"","",1,"N","N","2","","27/11/15","","7","new 171","","10/5/16","WC","S","","","","","","","","",NA,1793,"","",0
"47611",1205278,921,34,38,30,135,23,0,-34.64166667,135.3833333,"39","LLG","3","SA","","Eyre Peninsula. Coffin Bay NP","","","","","",26,6,2000,"","vi",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"31322",50045,307,41,23,42,145,48,23,-41.395,145.8063889,"390","LLG","2","Tas","","Black Sugarloaf (N. Boundary)","Eucalypt forest","living tree","Eucalyptus","amygdalina","",25,5,2004,"","",25,"","","2","","","","","","","10/8/11","GP","S","","","","","","","","",NA,640,"","",0
"51207",1211032,17,38,9,1,145,8,40,-38.15027778,145.1444444,"44","LLG","1","VIC","","Frankston, off Nursery Ave, Jubilee Park.","Mown grass in recreation area.","Soil","","","",28,6,2015,"","",56,"N","N","2","TM","9/10/15","","7","Bolbitius vitellinus 1a","","8/3/16","WC","S","","","","","","","","",NA,1023,"","",0
"60184",1220699,1606,36,34,52,140,31,40,-36.58111111,140.5277778,"","LLU","2","SA","","Padthaway Conservation Park.","Eucalypt forest, alongside track.","","","","",23,9,2018,"","",1,"","","2","GP","9/11/18","","7","Padthaway-02-23-September-2018","Morel","28/12/18","WC","S","","","","","","","","",NA,2108,"","",0
"9425",13415,93,38,45,0,143,33,0,-38.75,143.55,"","DES","2","VIC","","Otway NP: Maits Walk","remnant rainforest","rotting log on ground","","","",30,5,2001,"","",2,"N","N","2","TM","","0","1","","","13/2/03","GL","S","","","Photo stored with record.","","","","","",NA,295,"","",NA
"17501",32836,92,34,26,10,115,52,0,-34.43611111,115.8666667,"","LLG","1","WA","","Anzac Road, Sutton Forest Block","Unburnt 25 year old Eucalyptus diversicolor regrowth forest","Wood","","","",19,7,1999,"","",1,"","","1","","","","","","","30/11/05","gl","S","","","2 fruit bodies, compiled by Verna Tunsell","","","","","",NA,720,"","",0
"51082",1210099,620,37,39,34,144,52,56,-37.65944444,144.8822222,"146","LLG","2","VIC","","Woodlands Historic Park, Greenvale","Dry open eucalypt woodland with a sparse shrub layer. Grey Box, Yellow Box and River Red Gum; thickets of Drooping She-oak Allocasuarina stricta","wood, fallen branch","","","",28,6,2015,"","",156,"","","1","","","","","","","29/1/16","GP","S","","","","","","","","",NA,178,"","",0
"43237",105995,259,37,53,34,146,21,19,-37.892817,146.355217,"","LLG","1","VIC","","Beech Gully Nature Trail","","","","","",25,5,2013,"","",1,"","","","","","","","","","18/3/15","AB","SS","","","","","","","","",NA,202,"","",0
"11627",16568,318,43,15,51,146,54,37,-43.26416667,146.9102778,"342","LLG","1","TAS","","Geeveston area: Rutherford Rd, SE side, N of Johns Creek crossing, 1 km S junction Johns Rd","Eucalyptus obliqua, over rainforest understorey (Nothofagus cunninghamii, Atherosperma moschatum and Phyllocladus aspleniifolius)","","","","",8,5,1996,"","",9,"","","1","","","","","","","14/11/03","CFR","S","","","Macrofungal Community Ecology Plot M4, most surveys carried out by Jill Weller","","","","","",4,9,"","",NA
"15603",30009,299,34,39,13,150,17,23,-34.65361111,150.2897222,"660","AMG","1","NSW","","Bundanoon; Ferndale Road","roadside trees","live tree","Eucalyptus","","",0,3,2003,"","",13,"N","N","1","","","","","","","17/2/05","GL","S","","","","","","","","",NA,46,"","",0
"53077",1212742,438,37,35,35,145,38,24,-37.59305556,145.64,"","LLG","2","VIC","","Dom Dom Saddle, Upper Yarra Ranges. Track behind picnic area","Eucalypt forest (including Mountain Ash), tree ferns, grassy clearing. Part of the area was burnt in 2009 bushfires so there is a verdant understorey","wood","","","",12,6,2016,"","",167,"","","","","","","","","","1/7/16","GP","S","","","","","","","","",NA,178,"","",0
"28595",49215,170,22,28,36,118,33,31,-22.47666667,118.5586111,"666","LLU","2","WA","","Pilbara, Karijini National Park, Dales Gorge.","","Wood - 2-10cm diameter.","","","",23,6,2009,"","",11,"N","N","1","","","0","0","","","15/3/11","WC","S","","","","","","","","",NA,174,"","",0
"33315",52194,298,35,12,21,138,42,46,-35.20583333,138.7127778,"315","LLG","1","SA","","8km south-west of Meadows, Kuitpo Forest, Chookarloo.","Eucalypt mixed plantation.","In soil with leaf litter.","","","",6,5,2011,"","",3,"N","N","1","","","0","","","","10/7/12","WC","S","","","About two hundred seen.","","","","","",NA,1399,"","",0
"46577",1204355,443,36,35,59,143,41,36,-36.59972222,143.6933333,"393","DES","2","VIC","","18km west of Inglewood, Melville Caves Reserve.","","","","","",10,8,2014,"","",1,"N","N","3","TM","19/9/14","","7","443rsp01","153","11/8/15","WC","S","","","","","","","","",NA,1662,"","",0
"1301",668,8,35,3,49,117,55,56,-35.06361111,117.9322222,"","AMG","2","WA","","Albany: Vancouvers Peninsula, junction of Quaranup Road and Mistaken Road","Road verge: coastal heath, scattered woodland","fallen dead branch","Agonis","flexulosa","",29,9,1999,"","HAR0352",2,"N","","","","","","","","","19/11/99","BA","S","","","Heavy recent rains","","","","","",1,352,"","",NA
"35949",55927,12,33,24,58,151,25,16,-33.41611111,151.4211111,"","DES","3","NSW","","Central Coast, Matcham.","Front garden.","In woodchips.","","","",17,6,2013,"","",1,"N","N","1","","","0","","","","30/7/13","WC","S","","","","","","","","",NA,1539,"","",0
"29038",50486,305,37,18,0,143,13,0,-37.3,143.2166667,"","LLM","2","Vic","","Mt Buangor State Park, Middle Creek","open forest","soil","","","",23,6,2001,"","",36,"","","2","TM","3/12/04","","4","","","16/11/11","GP","S","","","Photo on CD 64 DSCN1093","","","","","",NA,707,"","",0
"58399",1218618,443,37,50,11,144,13,48,-37.83638889,144.23,"","LLG","2","Vic","","Brisbane Ranges National Park, Grass Tree Track.","Dry sclerophyll forest","Soil","","","",25,4,2017,"","",36,"","","1","","","","","","","23/2/18","WC","S","","","","","","","","",NA,241,"","",0
"40767",63329,147,37,44,9,145,9,29,-37.73583333,145.1580556,"","DES","2","VIC","","Templestowe, Sweeneys Flat.","","","","","",1,7,2013,"","",1,"N","N","2","PG","","0","7","147jhk01","","18/3/14","WC","S","","","In Bruce Fuhrer's book, A Field Guide to Australian Fungi, p275, Bruce notes that a Trametes sp with dark zonation and white margin 'is probably a colour form of Trametes versicolor'.  This photo proves him right - Pat Grey.","","","","","",NA,1572,"","",0
"15209",32261,66,41,38,19,145,56,38,-41.63861111,145.9438889,"","LLG","2","TAS","","Weindorfer's Forest Track, Cradle Mt NP","Nothofagus cunninghamii forest","","","","",1,5,2005,"","",11,"","","1","","","","","","","30/11/05","GL","S","","","Fungimap conference","","","","","",NA,904,"","",0
"59429",1219943,354,38,33,16,143,56,36,-38.55444444,143.9433333,"150","DES","2","VIC","","Sheoak Picnic Ground, near Lorne","","","","","",1,6,2018,"","",186,"","","","","","","","","","29/8/18","GP","S","","","Recorded by Reiner Richter","","","","","",NA,178,"","",0
"41240",120957,929,37,41,12,145,34,15,-37.68666667,145.5708333,"540","LLG","2","VIC","","Badger Weir, near Healesville. Car park","Wet forest with mountain ash Eucalyptus regnans","Ground, in grass","","","",13,7,2014,"","",138,"N","N","1","","","","7","929fncv01","","8/5/15","GP","S","","","","","","","","",NA,178,"","",0
"52354",1212122,304,33,5,20,147,9,3,-33.08888889,147.1508333,"195","DES","3","NSW","","Condobolin","Garden, growing amongst some native trees.","","","","",14,2,2016,"","",1,"N","N","3","TM","11/3/16","","7","IMG_0714","153","7/6/16","WC","S","","","Specimen had lifted part of the 'egg' with it.","","","","","",NA,1839,"","",0
"43749",120624,2157,37,55,0,145,21,0,-37.91666667,145.35,"","DES","2","VIC","","Belgrave","","large rotten log","Eucalyptus","regnans ?","",15,5,1951,"","",1,"","","1","","","","","","","1/5/15","GP","S","","","CSIRO Division of Forest Products Fungi Herbarium accession number #2808 (specimen not present or not retained when moved to MEL in 2000). Data from accession book held at RBG Melbourne.","Rakowski, N","Walters, N.E.M.","","","",NA,1586,"","",0
"42833",71197,1591,38,1,25,146,20,25,-38.02359,146.34038,"","LLG","1","VIC","","Seninis Track Camping Ground","","","","","",25,5,2013,"","",1,"","","","","","","","","","18/3/15","AB","SS","","","","","","","","",NA,202,"","",0
"42155",64352,1500,27,35,0,153,20,0,-27.58333333,153.3333333,"50","LLU","2","QLD","","Great Glider Reserve","","","","","",25,11,2012,"","",3,"","","1","","","","","","","28/10/14","WC","S","","","Collected by Scott Buckley","","","","","",NA,1287,"","",NA
"10368",14418,7,32,5,0,151,30,0,-32.08333333,151.5,"","LLU","","NSW","","Barrington Tops NP: Wangat Lodge","","","","","",16,4,1989,"","",2,"N","","1","","","","","","","7/4/03","GE","S","","","","","","","","",3,297,"","",NA
"37179",56703,93,38,26,46,146,32,24,-38.44611111,146.54,"415","LLI","1","VIC","","Tarra-Bulga National Park, Tarra Valley Road.","Cool temperate rainforest.","Fallen log.","","","",9,6,2013,"","",9,"N","N","1","","","","","","","29/10/13","WC","S","","","","","","","","",NA,1457,"","",0
"36675",55707,57,38,28,38,144,1,24,-38.47722222,144.0233333,"","LLU","2","VIC","","Fairhaven","Wet mixed species","Litter","","","",4,7,2012,"","",5,"N","N","","","","","","","","28/6/13","GP","S","","","","","","","","",NA,1377,"","",0
"11865",16512,336,43,14,55,146,53,55,-43.24861111,146.8986111,"539","LLG","1","TAS","","Geeveston area: Johns Road W side, 450m S from junction Hermons Road","Eucalyptus obliqua, E. delegatensis, with some rainforest species (Phyllocladus aspleniifolius)","","","","",6,5,1996,"","",9,"","","1","","","","","","","14/11/03","CFR","S","","","Macrofungal Community Ecology Plot R6, most surveys carried out by Jill Weller","","","","","",4,9,"","",NA
